UFE.1,UFE.2,SQRT 1,SQRT 2,Result,,,,,,,,,,,,,,,,,,,
18,13,4.242640687,3.605551275,1,,,,,,,,,,,,,,,,,,,
11,27,3.31662479,5.196152423,1,,,,,,,,,,,,,,,,,,,
32,28,5.656854249,5.291502622,1,,,,,,,,,,,,,,,,,,,
29,15,5.385164807,3.872983346,1,,,,,,,,,,,,,,,,,,,
20,44,4.472135955,6.633249581,1,,,,,,,,,,,,,,,,,,,
29,34,5.385164807,5.830951895,1,,,,,,,,,,,,,,,,,,,
13,10,3.605551275,3.16227766,1,,,,,,,,,,,,,,,,,,,
44,74,6.633249581,8.602325267,1,,,,,,,,,,,,,,,,,,,
19,30,4.358898944,5.477225575,1,,Learning Rate,0.3,,,,,,,,,,,,,,,,
14,36,3.741657387,6,1,,,,,,,,,,,,,,,,,,,
11,37,3.31662479,6.08276253,1,,,,,,,,,,,,,,,,,,,
21,13,4.582575695,3.605551275,1,,,,,,,,,,,,,,,,,,,
20,20,4.472135955,4.472135955,1,,,,,,,,,,,,,,,,,,,
30,42,5.477225575,6.480740698,1,,,,,,,,,,,,,,,,,,,
18,21,4.242640687,4.582575695,1,,,,,,,,,,,,,,,,,,,
33,36,5.744562647,6,1,,,,,,,,,,,,,,,,,,,
9,28,3,5.291502622,1,,,Iteration,Bias,X1,X2,Y,B0,B1,B2,Prediction,B0(t+1),B1(t+1),B2(t+1),Sharp Prediction,Squared Error,RMSE,Error,Accuracy
15,14,3.872983346,3.741657387,1,,,1,1,4.242640687,3.605551275,1,0,0,0,0.5,0.075,0.318198052,0.270416346,,,,,
33,30,5.744562647,5.477225575,1,,,1.01,1,3.31662479,5.196152423,1,0.075,0.318198052,0.270416346,0.926591162,0.076616657,0.323559897,0.278816743,,,,,
14,25,3.741657387,5,1,,,1.02,1,5.656854249,5.291502622,1,0.076616657,0.323559897,0.278816743,0.967146998,0.076940453,0.325391563,0.28053011,,,,,
30,34,5.477225575,5.830951895,1,,,1.03,1,5.385164807,3.872983346,1,0.076940453,0.325391563,0.28053011,0.948617894,0.077732489,0.329656809,0.283597653,,,,,
18,13,4.242640687,3.605551275,1,,,1.04,1,4.472135955,6.633249581,1,0.077732489,0.329656809,0.283597653,0.96872545,0.078025919,0.330969065,0.285544043,,,,,
25,52,5,7.211102551,1,,,1.05,1,5.385164807,5.830951895,1,0.078025919,0.330969065,0.285544043,0.971400301,0.078271302,0.332290492,0.286974858,,,,,
22,23,4.69041576,4.795831523,1,,,1.06,1,3.605551275,3.16227766,1,0.078271302,0.332290492,0.286974858,0.898790368,0.081344318,0.343370412,0.296692591,,,,,
41,37,6.403124237,6.08276253,1,,,1.07,1,6.633249581,8.602325267,1,0.081344318,0.343370412,0.296692591,0.992690559,0.081360347,0.343476732,0.296830472,,,,,
19,14,4.358898944,3.741657387,1,,,1.08,1,4.358898944,5.477225575,1,0.081360347,0.343476732,0.296830472,0.960997579,0.081816703,0.345465944,0.299330041,,,,,
30,43,5.477225575,6.557438524,1,,,1.09,1,3.741657387,6,1,0.081816703,0.345465944,0.299330041,0.959705526,0.082303797,0.347288481,0.302252601,,,,,
7,17,2.645751311,4.123105626,1,,,1.1,1,3.31662479,6.08276253,1,0.082303797,0.347288481,0.302252601,0.955750811,0.082891194,0.349236657,0.305825599,,,,,
28,29,5.291502622,5.385164807,1,,,1.11,1,4.582575695,3.605551275,1,0.082891194,0.349236657,0.305825599,0.941912642,0.083903436,0.353875334,0.30947529,,,,,
32,55,5.656854249,7.416198487,1,,,1.12,1,4.472135955,4.472135955,1,0.083903436,0.353875334,0.30947529,0.954804005,0.08451624,0.356615874,0.31221583,,,,,
20,12,4.472135955,3.464101615,1,,,1.13,1,5.477225575,6.480740698,1,0.08451624,0.356615874,0.31221583,0.983062984,0.084602299,0.357087238,0.312773555,,,,,
9,19,3,4.358898944,1,,,1.14,1,4.242640687,4.582575695,1,0.084602299,0.357087238,0.312773555,0.954038662,0.085236032,0.359775941,0.315677686,,,,,
17,22,4.123105626,4.69041576,1,,,1.15,1,5.744562647,6,1,0.085236032,0.359775941,0.315677686,0.982809486,0.085324686,0.36028522,0.316209611,,,,,
10,21,3.16227766,4.582575695,1,,,1.16,1,3,5.291502622,1,0.085324686,0.36028522,0.316209611,0.944768388,0.086239845,0.363030698,0.321052179,,,,,
16,16,4,4,1,,,1.17,1,3.872983346,3.741657387,1,0.086239845,0.363030698,0.321052179,0.936643127,0.087444073,0.367694653,0.325557987,,,,,
17,13,4.123105626,3.605551275,1,,,1.18,1,5.744562647,5.477225575,1,0.087444073,0.367694653,0.325557987,0.981708242,0.08754445,0.368271272,0.326107772,,,,,
28,21,5.291502622,4.582575695,1,,,1.19,1,3.741657387,5,1,0.08754445,0.368271272,0.326107772,0.956728616,0.088106174,0.37037305,0.328916391,,,,,
17,30,4.123105626,5.477225575,1,,,1.2,1,5.477225575,5.830951895,1,0.088106174,0.37037305,0.328916391,0.982615153,0.088196844,0.370869669,0.329445083,,,,,
22,13,4.69041576,3.605551275,1,,,1.21,1,4.242640687,3.605551275,1,0.088196844,0.370869669,0.329445083,0.945292559,0.089094715,0.374679014,0.332682404,,,,,
20,28,4.472135955,5.291502622,1,,,1.22,1,5,7.211102551,1,0.089094715,0.374679014,0.332682404,0.987401472,0.089142332,0.374917099,0.333025774,,,,,
10,20,3.16227766,4.472135955,1,,,1.23,1,4.69041576,4.795831523,1,0.089142332,0.374917099,0.333025774,0.969075534,0.089429228,0.376262764,0.334401682,,,,,
21,31,4.582575695,5.567764363,1,,,1.24,1,6.403124237,6.08276253,1,0.089429228,0.376262764,0.334401682,0.989363523,0.089463169,0.376480088,0.334608134,,,,,
15,7,3.872983346,2.645751311,1,,,1.25,1,4.358898944,3.741657387,1,0.089463169,0.376480088,0.334608134,0.951776823,0.090160811,0.379521041,0.337218473,,,,,
12,19,3.464101615,4.358898944,1,,,1.26,1,5.477225575,6.557438524,1,0.090160811,0.379521041,0.337218473,0.987631693,0.090206704,0.379772405,0.33751941,,,,,
16,20,4,4.472135955,1,,,1.27,1,2.645751311,4.123105626,1,0.090206704,0.379772405,0.33751941,0.923198367,0.091976251,0.384454187,0.34481544,,,,,
10,20,3.16227766,4.472135955,1,,,1.28,1,5.291502622,5.385164807,1,0.091976251,0.384454187,0.34481544,0.981714723,0.092076556,0.384984953,0.345355601,,,,,
39,34,6.244997998,5.830951895,1,,,1.29,1,5.656854249,7.416198487,1,0.092076556,0.384984953,0.345355601,0.992085447,0.092095348,0.385091257,0.345494967,,,,,
13,12,3.605551275,3.464101615,1,,,1.3,1,4.472135955,3.464101615,1,0.092095348,0.385091257,0.345494967,0.953073321,0.092755982,0.388045702,0.34778347,,,,,
